time,location,value
2005-01-01,NLD,5.883333
2006-01-01,NLD,5.008333
2007-01-01,NLD,4.175
2008-01-01,NLD,3.666667
2009-01-01,NLD,4.35
2010-01-01,NLD,5.008333
2011-01-01,NLD,4.991667
2012-01-01,NLD,5.825
2013-01-01,NLD,7.241667
2014-01-01,NLD,7.425
2015-01-01,NLD,6.891667
2016-01-01,NLD,6.025
2017-01-01,NLD,4.858333
2018-01-01,NLD,3.841667
2019-01-01,NLD,3.4
2020-01-01,NLD,3.833333
1956-01-01,NZL,0.0
1957-01-01,NZL,0.0
1958-01-01,NZL,0.1193317
1959-01-01,NZL,0.1172333
1960-01-01,NZL,0.1156069
1961-01-01,NZL,0.0
1962-01-01,NZL,0.1109878
1963-01-01,NZL,0.1086956
1964-01-01,NZL,0.1055966
1965-01-01,NZL,0.1020408
1966-01-01,NZL,0.09852216
1967-01-01,NZL,0.09596929
1968-01-01,NZL,0.7759457
1969-01-01,NZL,0.2859867
1970-01-01,NZL,0.09267841
1971-01-01,NZL,0.1829826
1972-01-01,NZL,0.4508566
1973-01-01,NZL,0.1746725
1974-01-01,NZL,0.0838223
1975-01-01,NZL,0.2465078
1976-01-01,NZL,0.322841
1977-01-01,NZL,0.317965
1978-01-01,NZL,1.657459
1979-01-01,NZL,1.942502
1980-01-01,NZL,2.242846
1981-01-01,NZL,3.601532
1982-01-01,NZL,3.536494
1983-01-01,NZL,5.663189
1984-01-01,NZL,5.743741
1985-01-01,NZL,4.181687
1986-01-01,NZL,4.175
1987-01-01,NZL,4.225
1988-01-01,NZL,5.8
1989-01-01,NZL,7.275
1990-01-01,NZL,7.975
1991-01-01,NZL,10.6
1992-01-01,NZL,10.65
1993-01-01,NZL,9.8
1994-01-01,NZL,8.35
1995-01-01,NZL,6.45
1996-01-01,NZL,6.3
1997-01-01,NZL,6.825
1998-01-01,NZL,7.725
1999-01-01,NZL,7.025
2000-01-01,NZL,6.15
2001-01-01,NZL,5.45
2002-01-01,NZL,5.3
2003-01-01,NZL,4.775
2004-01-01,NZL,4.025
2005-01-01,NZL,3.825
2006-01-01,NZL,3.85
2007-01-01,NZL,3.575
2008-01-01,NZL,4.025
2009-01-01,NZL,5.875
2010-01-01,NZL,6.225
2011-01-01,NZL,6.025
2012-01-01,NZL,6.475
2013-01-01,NZL,5.85
2014-01-01,NZL,5.425
2015-01-01,NZL,5.4
2016-01-01,NZL,5.125
2017-01-01,NZL,4.725
2018-01-01,NZL,4.325
2019-01-01,NZL,4.1
2020-01-01,NZL,4.6
1989-01-01,NOR,4.883333
1990-01-01,NOR,5.216667
1991-01-01,NOR,5.45
1992-01-01,NOR,5.925
1993-01-01,NOR,5.95
1994-01-01,NOR,5.408333
1995-01-01,NOR,4.933333
1996-01-01,NOR,4.75
1997-01-01,NOR,3.916667
1998-01-01,NOR,3.091667
1999-01-01,NOR,3.033333
2000-01-01,NOR,3.241667
2001-01-01,NOR,3.408333
2002-01-01,NOR,3.666667
2003-01-01,NOR,4.208333
2004-01-01,NOR,4.275
2005-01-01,NOR,4.525
2006-01-01,NOR,3.425
2007-01-01,NOR,2.558333
2008-01-01,NOR,2.725
2009-01-01,NOR,3.283333
2010-01-01,NOR,3.733333
2011-01-01,NOR,3.408333
2012-01-01,NOR,3.3
2013-01-01,NOR,3.758333
2014-01-01,NOR,3.633333
2015-01-01,NOR,4.5
2016-01-01,NOR,4.758333
2017-01-01,NOR,4.191667
2018-01-01,NOR,3.875
2019-01-01,NOR,3.7
2020-01-01,NOR,4.6
1997-01-01,POL,10.86667
1998-01-01,POL,10.16667
1999-01-01,POL,13.39167
2000-01-01,POL,16.075
2001-01-01,POL,18.30833
2002-01-01,POL,20.03333
2003-01-01,POL,19.75
2004-01-01,POL,19.14167
2005-01-01,POL,17.925
2006-01-01,POL,13.96667
2007-01-01,POL,9.608334
2008-01-01,POL,7.041667
2009-01-01,POL,8.116667
2010-01-01,POL,9.675
2011-01-01,POL,9.65
2012-01-01,POL,10.10833
2013-01-01,POL,10.34167
2014-01-01,POL,9.016666
2015-01-01,POL,7.525
2016-01-01,POL,6.191667
2017-01-01,POL,4.883333
2018-01-01,POL,3.858333
2019-01-01,POL,3.283333
2020-01-01,POL,3.158333
1983-01-01,PRT,8.175
1984-01-01,PRT,8.866667
1985-01-01,PRT,9.15
1986-01-01,PRT,8.8
1987-01-01,PRT,7.233333
1988-01-01,PRT,5.841667
1989-01-01,PRT,5.183333
1990-01-01,PRT,4.8
1991-01-01,PRT,4.183333
1992-01-01,PRT,4.125
1993-01-01,PRT,5.5
1994-01-01,PRT,6.825
1995-01-01,PRT,7.183333
1996-01-01,PRT,7.241667
1997-01-01,PRT,6.741667
1998-01-01,PRT,6.1
1999-01-01,PRT,5.725
2000-01-01,PRT,5.266667
2001-01-01,PRT,5.375
2002-01-01,PRT,6.466667
2003-01-01,PRT,7.808333
2004-01-01,PRT,8.166667
2005-01-01,PRT,9.233334
2006-01-01,PRT,9.3
2007-01-01,PRT,9.583333
2008-01-01,PRT,9.241667
2009-01-01,PRT,11.225
2010-01-01,PRT,12.58333
2011-01-01,PRT,13.51667
2012-01-01,PRT,16.575
2013-01-01,PRT,17.175
2014-01-01,PRT,14.65
2015-01-01,PRT,13.025
2016-01-01,PRT,11.46667
2017-01-01,PRT,9.225
2018-01-01,PRT,7.166667
2019-01-01,PRT,6.675
2020-01-01,PRT,7.116667
1998-01-01,SVK,12.70833
1999-01-01,SVK,16.49167
2000-01-01,SVK,18.90833
2001-01-01,SVK,19.45833
2002-01-01,SVK,18.80833
2003-01-01,SVK,17.69167
2004-01-01,SVK,18.35833
2005-01-01,SVK,16.375
2006-01-01,SVK,13.46667
2007-01-01,SVK,11.23333
2008-01-01,SVK,9.575
2009-01-01,SVK,12.11667
2010-01-01,SVK,14.5
2011-01-01,SVK,13.68333
2012-01-01,SVK,13.95833
2013-01-01,SVK,14.225
2014-01-01,SVK,13.20833
2015-01-01,SVK,11.5
2016-01-01,SVK,9.666667
2017-01-01,SVK,8.125
2018-01-01,SVK,6.541667
2019-01-01,SVK,5.766667
2020-01-01,SVK,6.7
1987-01-01,ESP,19.71667
1988-01-01,ESP,18.69167
1989-01-01,ESP,16.54167
1990-01-01,ESP,15.45833
1991-01-01,ESP,15.5
1992-01-01,ESP,17.01667
1993-01-01,ESP,20.84167
1994-01-01,ESP,22.05
1995-01-01,ESP,20.75
1996-01-01,ESP,19.89167
1997-01-01,ESP,18.39167
1998-01-01,ESP,16.40833
1999-01-01,ESP,13.6
2000-01-01,ESP,11.91667
2001-01-01,ESP,10.55833
2002-01-01,ESP,11.44167
2003-01-01,ESP,11.49167
2004-01-01,ESP,10.95833
2005-01-01,ESP,9.166667
2006-01-01,ESP,8.458333
2007-01-01,ESP,8.225
2008-01-01,ESP,11.26667
2009-01-01,ESP,17.86667
2010-01-01,ESP,19.875
2011-01-01,ESP,21.40833
2012-01-01,ESP,24.79167
2013-01-01,ESP,26.11667
2014-01-01,ESP,24.45
2015-01-01,ESP,22.075
2016-01-01,ESP,19.65
2017-01-01,ESP,17.23333
2018-01-01,ESP,15.26667
2019-01-01,ESP,14.10833
2020-01-01,ESP,15.53333
1983-01-01,SWE,3.666667
1984-01-01,SWE,3.266667
1985-01-01,SWE,2.883333
1986-01-01,SWE,2.691667
1987-01-01,SWE,2.191667
1988-01-01,SWE,1.8
1989-01-01,SWE,1.558333
1990-01-01,SWE,1.716667
1991-01-01,SWE,3.1
1992-01-01,SWE,5.558333
1993-01-01,SWE,9.05
1994-01-01,SWE,9.358334
1995-01-01,SWE,8.8
1996-01-01,SWE,9.558333
1997-01-01,SWE,9.891666
1998-01-01,SWE,8.2
1999-01-01,SWE,6.733333
2000-01-01,SWE,5.6
2001-01-01,SWE,5.825
2002-01-01,SWE,5.95
2003-01-01,SWE,6.566667
2004-01-01,SWE,7.375
2005-01-01,SWE,7.641667
2006-01-01,SWE,7.041667
2007-01-01,SWE,6.116667
2008-01-01,SWE,6.166667
2009-01-01,SWE,8.3
2010-01-01,SWE,8.575
2011-01-01,SWE,7.766667
2012-01-01,SWE,7.966667
2013-01-01,SWE,8.0
2014-01-01,SWE,7.933333
2015-01-01,SWE,7.4
2016-01-01,SWE,6.95
2017-01-01,SWE,6.683333
2018-01-01,SWE,6.325
2019-01-01,SWE,6.766667
2020-01-01,SWE,8.291667
2010-01-01,CHE,4.803626
2011-01-01,CHE,4.401669
2012-01-01,CHE,4.484188
2013-01-01,CHE,4.747292
2014-01-01,CHE,4.829988
2015-01-01,CHE,4.800639
2016-01-01,CHE,4.91918
2017-01-01,CHE,4.797587
2018-01-01,CHE,4.714414
2019-01-01,CHE,4.394452
2020-01-01,CHE,4.815328
2005-01-01,TUR,9.508333
2006-01-01,TUR,9.066667
2007-01-01,TUR,9.158334
2008-01-01,TUR,10.025
2009-01-01,TUR,13.04167
2010-01-01,TUR,11.15
2011-01-01,TUR,9.141666
2012-01-01,TUR,8.433333
2013-01-01,TUR,9.05
2014-01-01,TUR,9.891666
2015-01-01,TUR,10.33333
2016-01-01,TUR,10.90833
2017-01-01,TUR,10.925
2018-01-01,TUR,10.9
2019-01-01,TUR,13.73333
2020-01-01,TUR,13.14167
1983-01-01,GBR,10.775
1984-01-01,GBR,10.85
1985-01-01,GBR,11.175
1986-01-01,GBR,11.2
1987-01-01,GBR,10.275
1988-01-01,GBR,8.45
1989-01-01,GBR,7.075
1990-01-01,GBR,6.825
1991-01-01,GBR,8.6
1992-01-01,GBR,9.855444
1993-01-01,GBR,10.39069
1994-01-01,GBR,9.512666
1995-01-01,GBR,8.638574
1996-01-01,GBR,8.113807
1997-01-01,GBR,6.98159
1998-01-01,GBR,6.26345
1999-01-01,GBR,5.979465
2000-01-01,GBR,5.458603
2001-01-01,GBR,5.09697
2002-01-01,GBR,5.184958
2003-01-01,GBR,5.007329
2004-01-01,GBR,4.747302
2005-01-01,GBR,4.823375
2006-01-01,GBR,5.417598
2007-01-01,GBR,5.32914
2008-01-01,GBR,5.68196
2009-01-01,GBR,7.611054
2010-01-01,GBR,7.867382
2011-01-01,GBR,8.106182
2012-01-01,GBR,7.965578
2013-01-01,GBR,7.603673
2014-01-01,GBR,6.178483
2015-01-01,GBR,5.383935
2016-01-01,GBR,4.892704
2017-01-01,GBR,4.401906
2018-01-01,GBR,4.080814
2019-01-01,GBR,3.833521
2020-01-01,GBR,4.551465
1955-01-01,USA,4.383333
1956-01-01,USA,4.141667
1957-01-01,USA,4.258333
1958-01-01,USA,6.8
1959-01-01,USA,5.475
1960-01-01,USA,5.508333
1961-01-01,USA,6.683333
1962-01-01,USA,5.541667
1963-01-01,USA,5.666667
1964-01-01,USA,5.191667
1965-01-01,USA,4.525
1966-01-01,USA,3.783333
1967-01-01,USA,3.841667
1968-01-01,USA,3.583333
1969-01-01,USA,3.508333
1970-01-01,USA,4.933333
1971-01-01,USA,5.958333
1972-01-01,USA,5.616667
1973-01-01,USA,4.891667
1974-01-01,USA,5.591667
1975-01-01,USA,8.466666
1976-01-01,USA,7.716667
1977-01-01,USA,7.066667
1978-01-01,USA,6.066667
1979-01-01,USA,5.833333
1980-01-01,USA,7.141667
1981-01-01,USA,7.6
1982-01-01,USA,9.708333
1983-01-01,USA,9.616667
1984-01-01,USA,7.525
1985-01-01,USA,7.191667
1986-01-01,USA,6.991667
1987-01-01,USA,6.191667
1988-01-01,USA,5.491667
1989-01-01,USA,5.266667
1990-01-01,USA,5.616667
1991-01-01,USA,6.816667
1992-01-01,USA,7.508333
1993-01-01,USA,6.9
1994-01-01,USA,6.083333
1995-01-01,USA,5.608333
1996-01-01,USA,5.416667
1997-01-01,USA,4.95
1998-01-01,USA,4.508333
1999-01-01,USA,4.216667
2000-01-01,USA,3.991667
2001-01-01,USA,4.733333
2002-01-01,USA,5.775
2003-01-01,USA,5.991667
2004-01-01,USA,5.533333
2005-01-01,USA,5.066667
2006-01-01,USA,4.616667
2007-01-01,USA,4.616667
2008-01-01,USA,5.775
2009-01-01,USA,9.266666
2010-01-01,USA,9.616667
2011-01-01,USA,8.95
2012-01-01,USA,8.066667
2013-01-01,USA,7.375
2014-01-01,USA,6.166667
2015-01-01,USA,5.291667
2016-01-01,USA,4.866667
2017-01-01,USA,4.35
2018-01-01,USA,3.9
2019-01-01,USA,3.666667
2020-01-01,USA,8.091666
1986-01-01,CHL,12.115
1987-01-01,CHL,10.9275
1988-01-01,CHL,9.7525
1989-01-01,CHL,7.9025
1990-01-01,CHL,7.7575
1991-01-01,CHL,8.155
1992-01-01,CHL,6.665
1993-01-01,CHL,6.5425
1994-01-01,CHL,7.815
1995-01-01,CHL,7.3025
1996-01-01,CHL,6.325
1997-01-01,CHL,6.115
1998-01-01,CHL,6.395
1999-01-01,CHL,10.1375
2000-01-01,CHL,9.6675
2001-01-01,CHL,9.8525
2002-01-01,CHL,9.805
2003-01-01,CHL,9.54
2004-01-01,CHL,10.0075
2005-01-01,CHL,9.235
2006-01-01,CHL,7.8
2007-01-01,CHL,7.13
2008-01-01,CHL,7.7925
2009-01-01,CHL,9.675
2010-01-01,CHL,8.15
2011-01-01,CHL,7.125
2012-01-01,CHL,6.545561
2013-01-01,CHL,6.08222
2014-01-01,CHL,6.495096
2015-01-01,CHL,6.328377
2016-01-01,CHL,6.684913
2017-01-01,CHL,6.965175
2018-01-01,CHL,7.376639
2019-01-01,CHL,7.22264
2020-01-01,CHL,10.77024
1997-01-01,EST,9.625
1998-01-01,EST,9.15
1999-01-01,EST,11.35
2000-01-01,EST,14.45833
2001-01-01,EST,13.04167
2002-01-01,EST,11.33333
2003-01-01,EST,10.35
2004-01-01,EST,10.08333
2005-01-01,EST,7.975
2006-01-01,EST,5.941667
2007-01-01,EST,4.6
2008-01-01,EST,5.516667
2009-01-01,EST,13.475
2010-01-01,EST,16.58333
2011-01-01,EST,12.35
2012-01-01,EST,9.908334
2013-01-01,EST,8.491667
2014-01-01,EST,7.316667
2015-01-01,EST,6.158333
2016-01-01,EST,6.691667
2017-01-01,EST,5.766667
2018-01-01,EST,5.533333
2019-01-01,EST,4.533333
2020-01-01,EST,6.783333
1995-01-01,ISR,6.869637
1996-01-01,ISR,6.677445
1997-01-01,ISR,7.673759
1998-01-01,ISR,8.535764
1999-01-01,ISR,8.884659
2000-01-01,ISR,8.770606
2001-01-01,ISR,9.348134
2002-01-01,ISR,10.29844
2003-01-01,ISR,10.71266
2004-01-01,ISR,10.36771
2005-01-01,ISR,8.989903
2006-01-01,ISR,8.403837
2007-01-01,ISR,7.318558
2008-01-01,ISR,6.099141
2009-01-01,ISR,7.544086
2010-01-01,ISR,6.636595
2011-01-01,ISR,5.602376
2012-01-01,ISR,6.85
2013-01-01,ISR,6.208333
2014-01-01,ISR,5.908333
2015-01-01,ISR,5.241667
2016-01-01,ISR,4.808333
2017-01-01,ISR,4.216667
2018-01-01,ISR,4.0
2019-01-01,ISR,3.8
2020-01-01,ISR,4.325
1996-01-01,SVN,6.891667
1997-01-01,SVN,6.916667
1998-01-01,SVN,7.366667
1999-01-01,SVN,7.408333
2000-01-01,SVN,6.741667
2001-01-01,SVN,6.191667
2002-01-01,SVN,6.341667
2003-01-01,SVN,6.7
2004-01-01,SVN,6.341667
2005-01-01,SVN,6.541667
2006-01-01,SVN,5.991667
2007-01-01,SVN,4.858333
2008-01-01,SVN,4.391667
2009-01-01,SVN,5.891667
2010-01-01,SVN,7.3
2011-01-01,SVN,8.241667
2012-01-01,SVN,8.916667
2013-01-01,SVN,10.175
2014-01-01,SVN,9.791667
2015-01-01,SVN,9.025
2016-01-01,SVN,8.025
2017-01-01,SVN,6.6
2018-01-01,SVN,5.158333
2019-01-01,SVN,4.466667
2020-01-01,SVN,5.0
2005-01-01,OECD,6.847052
2006-01-01,OECD,6.331593
2007-01-01,OECD,5.838046
2008-01-01,OECD,6.166872
2009-01-01,OECD,8.31604
2010-01-01,OECD,8.52832
2011-01-01,OECD,8.116277
2012-01-01,OECD,8.097895
2013-01-01,OECD,8.006882
2014-01-01,OECD,7.450135
2015-01-01,OECD,6.88683
2016-01-01,OECD,6.469697
2017-01-01,OECD,5.93979
2018-01-01,OECD,5.50292
2019-01-01,OECD,5.422396
2020-01-01,OECD,7.154215
1991-01-01,G-7,6.366811
1992-01-01,G-7,7.014071
1993-01-01,G-7,7.211086
1994-01-01,G-7,7.018174
1995-01-01,G-7,6.741108
1996-01-01,G-7,6.773658
1997-01-01,G-7,6.552429
1998-01-01,G-7,6.37944
1999-01-01,G-7,6.137665
2000-01-01,G-7,5.698733
2001-01-01,G-7,5.898816
2002-01-01,G-7,6.481965
2003-01-01,G-7,6.645479
2004-01-01,G-7,6.400585
2005-01-01,G-7,6.221782
2006-01-01,G-7,5.816313
2007-01-01,G-7,5.421414
2008-01-01,G-7,5.843527
2009-01-01,G-7,8.016138
2010-01-01,G-7,8.169156
2011-01-01,G-7,7.65432
2012-01-01,G-7,7.384168
2013-01-01,G-7,7.114743
2014-01-01,G-7,6.398038
2015-01-01,G-7,5.820534
2016-01-01,G-7,5.469173
2017-01-01,G-7,4.994215
2018-01-01,G-7,4.559374
2019-01-01,G-7,4.291934
2020-01-01,G-7,6.480737
1991-01-01,EA19,7.840147
1992-01-01,EA19,8.50725
1993-01-01,EA19,10.16667
1994-01-01,EA19,10.85833
1995-01-01,EA19,10.65
1996-01-01,EA19,10.78333
1997-01-01,EA19,10.75833
1998-01-01,EA19,10.55
1999-01-01,EA19,9.816667
2000-01-01,EA19,8.883333
2001-01-01,EA19,8.308333
2002-01-01,EA19,8.6
2003-01-01,EA19,9.075
2004-01-01,EA19,9.325
2005-01-01,EA19,9.183333
2006-01-01,EA19,8.433333
2007-01-01,EA19,7.55
2008-01-01,EA19,7.6
2009-01-01,EA19,9.691667
2010-01-01,EA19,10.28333
2011-01-01,EA19,10.26667
2012-01-01,EA19,11.45833
2013-01-01,EA19,12.075
2014-01-01,EA19,11.65833
2015-01-01,EA19,10.9
2016-01-01,EA19,10.05833
2017-01-01,EA19,9.091666
2018-01-01,EA19,8.208333
2019-01-01,EA19,7.583333
2020-01-01,EA19,7.916667
1999-01-01,LVA,14.06667
2000-01-01,LVA,14.34167
2001-01-01,LVA,13.48333
2002-01-01,LVA,12.49167
2003-01-01,LVA,11.64167
2004-01-01,LVA,11.75
2005-01-01,LVA,10.05
2006-01-01,LVA,7.041667
2007-01-01,LVA,6.058333
2008-01-01,LVA,7.741667
2009-01-01,LVA,17.56667
2010-01-01,LVA,19.475
2011-01-01,LVA,16.21667
2012-01-01,LVA,15.04167
2013-01-01,LVA,11.875
2014-01-01,LVA,10.85
2015-01-01,LVA,9.883333
2016-01-01,LVA,9.633333
2017-01-01,LVA,8.708333
2018-01-01,LVA,7.4
2019-01-01,LVA,6.308333
2020-01-01,LVA,8.1
1999-01-01,LTU,14.64167
2000-01-01,LTU,16.44167
2001-01-01,LTU,17.41667
2002-01-01,LTU,13.775
2003-01-01,LTU,12.43333
2004-01-01,LTU,10.89167
2005-01-01,LTU,8.316667
2006-01-01,LTU,5.791667
2007-01-01,LTU,4.258333
2008-01-01,LTU,5.825
2009-01-01,LTU,13.8
2010-01-01,LTU,17.84167
2011-01-01,LTU,15.39167
2012-01-01,LTU,13.40833
2013-01-01,LTU,11.8
2014-01-01,LTU,10.725
2015-01-01,LTU,9.133333
2016-01-01,LTU,7.9
2017-01-01,LTU,7.116667
2018-01-01,LTU,6.183333
2019-01-01,LTU,6.283333
2020-01-01,LTU,8.516666
2007-01-01,COL,11.2225
2008-01-01,COL,11.2775
2009-01-01,COL,12.08
2010-01-01,COL,11.84167
2011-01-01,COL,10.895
2012-01-01,COL,10.43417
2013-01-01,COL,9.705833
2014-01-01,COL,9.166667
2015-01-01,COL,8.960834
2016-01-01,COL,9.274167
2017-01-01,COL,9.425834
2018-01-01,COL,9.719167
2019-01-01,COL,10.545
2020-01-01,COL,16.13417
2000-01-01,EU27_2020,8.983334
2001-01-01,EU27_2020,8.733334
2002-01-01,EU27_2020,9.05
2003-01-01,EU27_2020,9.816667
2004-01-01,EU27_2020,9.966666
2005-01-01,EU27_2020,9.683333
2006-01-01,EU27_2020,8.708333
2007-01-01,EU27_2020,7.516667
2008-01-01,EU27_2020,7.266667
2009-01-01,EU27_2020,9.225
2010-01-01,EU27_2020,9.941667
2011-01-01,EU27_2020,9.941667
2012-01-01,EU27_2020,10.94167
2013-01-01,EU27_2020,11.45
2014-01-01,EU27_2020,10.9
2015-01-01,EU27_2020,10.075
2016-01-01,EU27_2020,9.175
2017-01-01,EU27_2020,8.175
2018-01-01,EU27_2020,7.3
2019-01-01,EU27_2020,6.733333
2020-01-01,EU27_2020,7.108333
2011-01-01,CRI,10.2283
2012-01-01,CRI,10.14184
2013-01-01,CRI,9.499059
2014-01-01,CRI,9.579739
2015-01-01,CRI,9.606182
2016-01-01,CRI,9.472075
2017-01-01,CRI,9.174437
2018-01-01,CRI,10.17895
2019-01-01,CRI,11.7715
2020-01-01,CRI,19.68985
